"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2016","121.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2017","121.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2018","121.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2019","121.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2020","121.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2021","120.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2022","120.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2005","73.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2006","72.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2007","73.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2008","73.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2010","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2011","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2012","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2013","48.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2014","48.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2015","47.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2016","47.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2017","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2018","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2019","58.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2020","57.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2021","57.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","208","DNK","Denmark","2022","56.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2005","20.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2006","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2007","26.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2008","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2009","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2010","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2011","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2012","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2013","25.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2014","25.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2015","25.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2016","25.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2017","25.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2018","25.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2019","25.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2020","25.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2021","25.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","233","EST","Estonia","2022","26.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2005","17.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2006","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2007","17.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2008","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2009","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2010","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2011","17.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2012","17.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2013","17.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2014","17.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2015","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2016","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2017","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2018","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2019","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2020","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2021","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","246","FIN","Finland","2022","17.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2005","56.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2007","56.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2008","56.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2009","56.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2010","55.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2011","55.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2012","55.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2013","55.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2014","53.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2015","52.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2016","49.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2017","51.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2018","50.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2019","51.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2020","50.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2021","50.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","250","FRA","France","2022","50.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2005","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2007","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2008","22.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2010","22.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2011","21.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2012","20.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2013","22.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2014","22.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2015","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2016","22.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2017","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2018","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2019","16.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2020","16.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2021","16.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","268","GEO","Georgia","2022","16.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2005","107.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2007","106.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2008","105.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2009","106.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2010","106.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2011","106.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2012","106.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2013","106.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2014","105.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2015","107.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2016","108.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2017","108.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2018","107.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2019","109.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2020","108.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2021","108.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","276","DEU","Germany","2022","108.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2005","19.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2006","19.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2007","19.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2008","19.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2009","19.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2010","19.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2011","19.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2012","19.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2013","19.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2014","17.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2015","17.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2016","17.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2017","17.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2018","17.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2019","17.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2020","17.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2021","17.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","300","GRC","Greece","2022","15.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2005","82.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2006","87.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2007","83.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2008","84.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2009","79.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2010","79.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2011","80.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2012","80.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2013","79.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2014","77.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2015","77.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2016","84.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2017","85.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2018","83.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2019","83.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2020","83.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2021","84.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","348","HUN","Hungary","2022","85.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2005","27.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2007","26.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2008","26.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2009","27.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2010","27.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2011","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2012","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2013","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2014","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2015","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2016","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2017","27.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2018","29.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2019","29.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2020","29.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2021","29.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","372","IRL","Ireland","2022","29.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2005","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2007","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2008","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2010","46.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2011","48.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2012","51.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2013","52.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2014","53.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2015","57.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2016","60.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2017","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2018","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2019","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2020","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2021","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","376","ISR","Israel","2022","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2005","53.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2006","54.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2007","54.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2008","54.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2009","55.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2010","55.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2011","55.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2012","55.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","380","ITA","Italy","2013","55.6",
