"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2016","2016",4.5756635818163,,
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2017","2017",4.848365239129,,
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2018","2018",4.9338225505469,,
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2019","2019",4.7311704028122,,
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2020","2020",4.8628292997374,,
"HRV","Croatia","IND-ECO-VA","Share of value added by the transport sector","2021","2021",4.5193476624848,"P","Provisional value"
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",10.032522283787,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",9.8993643390202,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",9.4201207935864,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",9.592227078177,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",10.259097977416,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",10.498166089838,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",10.49274190325,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",10.135975631257,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",9.9069178658366,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",9.4354565281022,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",9.2289307285651,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",9.5585043505223,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",9.5379259167586,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",9.3266617416905,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",9.7591538803089,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",9.7225324192579,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",9.7383645916124,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",10.251394624357,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",10.436886879215,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",10.191421597658,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",9.070608181528,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",9.5219461197409,,
"CZE","Czechia","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2022","2022",10.018387361255,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",30.816824748869,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",30.820689026059,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",31.052737488971,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",33.284840589151,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",32.162181064464,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",32.314169774588,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",33.185376572041,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",35.351448557865,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",35.234789207593,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",33.533736631623,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",32.297723517926,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",31.353934890699,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",29.958559229121,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",30.423795896,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",30.629824578102,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",35.110599608701,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",38.539334278434,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",40.889511814754,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",39.77808863971,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",38.42369449277,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",43.889591325033,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",41.231042890221,,
"CZE","Czechia","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2022","2022",38.394912595816,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",48.799775883459,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",48.228023231064,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",47.999318917078,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",46.316360872869,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",48.152033621353,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",49.928459174818,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",48.423266752791,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",47.274420496572,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",46.222554941392,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",46.457613634543,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",47.672559915892,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",49.72655715437,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",51.485631519126,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",51.518703444356,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",51.269738532852,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",47.656116929451,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",45.050810180585,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",45.24192115601,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",47.824761988684,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",49.066679976043,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",48.30636692883,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",47.735880882646,,
"CZE","Czechia","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2022","2022",51.91821194566,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",20.383399367671,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",20.951287742877,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",20.947943593951,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",20.39879853798,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",19.685785314183,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",17.757371050595,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",18.391356675169,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",17.374130945563,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",18.542655851015,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",20.008649733834,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",20.029716566181,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",18.919507954931,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",18.555809251753,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",18.057500659644,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",18.100436889045,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",17.233283461848,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",16.409855540982,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",13.868567029236,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",12.397149371606,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",12.509625531187,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",7.8040417461372,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",11.033076227133,,
"CZE","Czechia","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2022","2022",9.6868754585241,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",7.0196887982424,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.7975735622806,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6.8742300490337,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",6.709675139499,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",6.8059395781654,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",6.6079556915676,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",6.6606516165707,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",6.5848844347989,"B","Break"
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",6.5472263868066,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",6.7015924325255,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",6.7163415283208,"B","Break"
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",6.612863504833,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",6.3164944606056,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",6.1144503577523,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.9497303572954,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.9020408972808,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",6.1147438891484,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",6.2894105592768,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",6.1994087255485,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2019","2019",6.6477776311075,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2020","2020",6.2355239091295,"B","Break"
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2021","2021",5.9826887572829,,
"CZE","Czechia","IND-ECO-EMPL","Share of employment in the transport sector","2022","2022",6.1969653039528,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2000","2000",7.2812720236858,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2001","2001",7.3117398827698,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2002","2002",7.3192934374012,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2003","2003",7.544594532816,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2004","2004",7.1670762278856,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2005","2005",6.8343051596253,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2006","2006",6.8033027484057,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2007","2007",6.7714636386264,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2008","2008",6.5474470305597,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2009","2009",5.9917402144571,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2010","2010",6.1092649621091,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2011","2011",5.8286087149211,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2012","2012",5.8046309570166,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2013","2013",5.7232734044974,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2014","2014",5.6363494816027,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2015","2015",5.7107578218821,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2016","2016",5.772241483165,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2017","2017",5.7935557481351,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2018","2018",5.6529019516562,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2019","2019",5.5350304583185,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2020","2020",5.3730443081349,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2021","2021",5.7066055492782,,
"CZE","Czechia","IND-ECO-VA","Share of value added by the transport sector","2022","2022",5.5621888979133,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",12.428369857699,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",11.643549754175,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",11.987163270892,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",11.108866507994,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",12.460576017777,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",13.368042833337,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",13.691353588241,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",13.51113625307,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",12.629327635132,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",11.036192493938,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",11.26079597588,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",11.442257526413,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",11.38547277761,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",11.868497441647,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",11.831659342026,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",11.725117125242,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",11.585763459496,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",11.57398015134,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",12.206883830698,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",12.385141937672,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",11.28851256153,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",10.939927983047,,
"DNK","Denmark","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2022","2022",10.815297627101,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",34.761124870103,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",32.886644601811,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",36.123284635229,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",32.871969370595,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",39.60582927892,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",42.997134814354,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",44.516531578415,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",42.798697466061,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",36.921237222288,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",30.116313767545,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",30.184127199325,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",29.810846999599,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",29.86511783969,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",30.677494802688,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",31.278448706989,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",33.065488717556,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",33.769447390309,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",33.591219074247,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",34.618637154573,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",36.046159574414,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",40.793407947761,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",40.282438201978,,
"DNK","Denmark","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2022","2022",33.631399695776,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",54.708014113665,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",56.055099048939,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",53.637593802393,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",56.563270810233,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",50.694030126726,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",48.236042518621,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",46.87079998342,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",47.548907103652,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",53.383380432938,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",58.78584976323,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",58.33545319979,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",57.583523546154,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",57.717811956221,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",57.137679343959,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",56.832925083913,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",55.247093305489,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",54.548781145137,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",54.916841890001,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",53.466836171273,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",52.484707038879,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",51.645448432715,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",52.652917802559,,
"DNK","Denmark","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2022","2022",56.839782258156,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",10.530862338916,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",11.05825634925,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",10.239121562378,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",10.564759819172,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",9.7001417403507,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",8.7668226670248,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",8.6126684381656,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",9.6523954302874,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",9.6953823447748,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",11.097836469225,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",11.480419600885,,
"DNK","Denmark","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",12.605629454247,,
