Country_Code,Country_Name,Year,GDP_per_Capita_USD,KM_Railway_per_1000_sq_km,Population_Density_sq_km,Land_Area_sq_km,Share_Indicator,Share_Value,Infrastructure_Indicator,Infrastructure_USD
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,33.201819277769,Road infrastructure investment,8999770000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,52.967285878678,Rail infrastructure investment,6779520000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,52.967285878678,Road infrastructure investment,8999770000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of household expenditure for transport services in total household expenditure for transport,13.830894843553,Rail infrastructure investment,6779520000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of household expenditure for transport services in total household expenditure for transport,13.830894843553,Road infrastructure investment,8999770000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of value added by the transport sector,4.2293345161977,Rail infrastructure investment,6779520000.0
ESP,Spain,2006,28389.0785799873,25.7,88.9761493446631,498980.0,Share of value added by the transport sector,4.2293345161977,Road infrastructure investment,8999770000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for transport in total household expenditure,12.259018378854,Rail infrastructure investment,8929150000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for transport in total household expenditure,12.259018378854,Road infrastructure investment,8642390000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,31.908751491513,Rail infrastructure investment,8929150000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,31.908751491513,Road infrastructure investment,8642390000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.232047317843,Rail infrastructure investment,8929150000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.232047317843,Road infrastructure investment,8642390000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for transport services in total household expenditure for transport,13.859201190644,Rail infrastructure investment,8929150000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of household expenditure for transport services in total household expenditure for transport,13.859201190644,Road infrastructure investment,8642390000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of value added by the transport sector,4.1864558752669,Rail infrastructure investment,8929150000.0
ESP,Spain,2007,32591.3503065871,26.4,90.6149005229308,499110.0,Share of value added by the transport sector,4.1864558752669,Road infrastructure investment,8642390000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for transport in total household expenditure,12.138440025336,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for transport in total household expenditure,12.138440025336,Road infrastructure investment,9118540000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.053945046635,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.053945046635,Road infrastructure investment,9118540000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.940509200907,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.940509200907,Road infrastructure investment,9118540000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for transport services in total household expenditure for transport,14.005545752458,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of household expenditure for transport services in total household expenditure for transport,14.005545752458,Road infrastructure investment,9118540000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of employment in the transport sector,4.733959789249,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of employment in the transport sector,4.733959789249,Road infrastructure investment,9118540000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of value added by the transport sector,4.1382736525869,Rail infrastructure investment,9609670000.0
ESP,Spain,2008,35510.7222312701,26.4,92.1293223736969,498800.0,Share of value added by the transport sector,4.1382736525869,Road infrastructure investment,9118540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for transport in total household expenditure,11.480137224681,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for transport in total household expenditure,11.480137224681,Road infrastructure investment,10081540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,24.997555148857,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,24.997555148857,Road infrastructure investment,10081540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,59.700470808477,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,59.700470808477,Road infrastructure investment,10081540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for transport services in total household expenditure for transport,15.301974042666,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of household expenditure for transport services in total household expenditure for transport,15.301974042666,Road infrastructure investment,10081540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of employment in the transport sector,4.8346540638567,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of employment in the transport sector,4.8346540638567,Road infrastructure investment,10081540000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of value added by the transport sector,4.1768583247259,Rail infrastructure investment,9386040000.0
ESP,Spain,2009,32169.5028548583,26.4,92.9750651746681,498660.0,Share of value added by the transport sector,4.1768583247259,Road infrastructure investment,10081540000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for transport in total household expenditure,11.800702176559,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for transport in total household expenditure,11.800702176559,Road infrastructure investment,8400570000.000001
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,22.816101109872,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,22.816101109872,Road infrastructure investment,8400570000.000001
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,62.106367160533,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,62.106367160533,Road infrastructure investment,8400570000.000001
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for transport services in total household expenditure for transport,15.077531729595,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of household expenditure for transport services in total household expenditure for transport,15.077531729595,Road infrastructure investment,8400570000.000001
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of employment in the transport sector,4.9448768266911,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of employment in the transport sector,4.9448768266911,Road infrastructure investment,8400570000.000001
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of value added by the transport sector,4.4275930791016,Rail infrastructure investment,8205830000.0
ESP,Spain,2010,30532.4805081656,27.4,93.1519309613808,500010.0,Share of value added by the transport sector,4.4275930791016,Road infrastructure investment,8400570000.000001
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for transport in total household expenditure,11.687103976733,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for transport in total household expenditure,11.687103976733,Road infrastructure investment,6383620000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,19.183477297305,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,19.183477297305,Road infrastructure investment,6383620000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,65.086845653712,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,65.086845653712,Road infrastructure investment,6383620000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for transport services in total household expenditure for transport,15.729677048983,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of household expenditure for transport services in total household expenditure for transport,15.729677048983,Road infrastructure investment,6383620000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of employment in the transport sector,4.8820294954761,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of employment in the transport sector,4.8820294954761,Road infrastructure investment,6383620000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of value added by the transport sector,4.5403212889918,Rail infrastructure investment,8081710000.0
ESP,Spain,2011,31677.9003083652,27.6,93.5078358806114,499880.0,Share of value added by the transport sector,4.5403212889918,Road infrastructure investment,6383620000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for transport in total household expenditure,11.671574161055,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for transport in total household expenditure,11.671574161055,Road infrastructure investment,5688120000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,17.107648188729,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,17.107648188729,Road infrastructure investment,5688120000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,66.27708789871,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,66.27708789871,Road infrastructure investment,5688120000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for transport services in total household expenditure for transport,16.615263912561,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of household expenditure for transport services in total household expenditure for transport,16.615263912561,Road infrastructure investment,5688120000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of employment in the transport sector,4.8333638647174,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of employment in the transport sector,4.8333638647174,Road infrastructure investment,5688120000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of value added by the transport sector,4.5565744075989,Rail infrastructure investment,5724500000.0
ESP,Spain,2012,28322.9465923276,27.6,93.5068371284061,500210.0,Share of value added by the transport sector,4.5565744075989,Road infrastructure investment,5688120000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for transport in total household expenditure,11.569428482209,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for transport in total household expenditure,11.569428482209,Road infrastructure investment,4971220000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,18.56669820246,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,18.56669820246,Road infrastructure investment,4971220000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,65.326395458846,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,65.326395458846,Road infrastructure investment,4971220000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for transport services in total household expenditure for transport,16.106906338694,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of household expenditure for transport services in total household expenditure for transport,16.106906338694,Road infrastructure investment,4971220000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of employment in the transport sector,4.8524507521521,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of employment in the transport sector,4.8524507521521,Road infrastructure investment,4971220000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of value added by the transport sector,4.516084766241,Rail infrastructure investment,2899700000.0
ESP,Spain,2013,29077.1820557563,30.3,93.2009456028468,500210.0,Share of value added by the transport sector,4.516084766241,Road infrastructure investment,4971220000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for transport in total household expenditure,11.811166748859,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for transport in total household expenditure,11.811166748859,Road infrastructure investment,4663060000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,20.714620274339,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,20.714620274339,Road infrastructure investment,4663060000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,63.341585814654,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,63.341585814654,Road infrastructure investment,4663060000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for transport services in total household expenditure for transport,15.943793911007,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of household expenditure for transport services in total household expenditure for transport,15.943793911007,Road infrastructure investment,4663060000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of employment in the transport sector,4.9170251997541,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of employment in the transport sector,4.9170251997541,Road infrastructure investment,4663060000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of value added by the transport sector,4.7023656979644,Rail infrastructure investment,3254940000.0
ESP,Spain,2014,29513.6511800405,30.0,92.9227364506907,500210.0,Share of value added by the transport sector,4.7023656979644,Road infrastructure investment,4663060000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for transport in total household expenditure,12.005833316668,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for transport in total household expenditure,12.005833316668,Road infrastructure investment,4557130000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,23.970786084951,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,23.970786084951,Road infrastructure investment,4557130000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,59.893651098725,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,59.893651098725,Road infrastructure investment,4557130000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for transport services in total household expenditure for transport,16.135562816324,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of household expenditure for transport services in total household expenditure for transport,16.135562816324,Road infrastructure investment,4557130000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of employment in the transport sector,4.8726459582828,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of employment in the transport sector,4.8726459582828,Road infrastructure investment,4557130000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of value added by the transport sector,4.8099484050089,Rail infrastructure investment,2795910000.0
ESP,Spain,2015,25754.36102944,30.4,92.9526859210545,499661.0,Share of value added by the transport sector,4.8099484050089,Road infrastructure investment,4557130000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for transport in total household expenditure,11.791340692316,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for transport in total household expenditure,11.791340692316,Road infrastructure investment,4151600000.0000005
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.760332247721,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.760332247721,Road infrastructure investment,4151600000.0000005
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,56.835567674013,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,56.835567674013,Road infrastructure investment,4151600000.0000005
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for transport services in total household expenditure for transport,16.404100078265,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of household expenditure for transport services in total household expenditure for transport,16.404100078265,Road infrastructure investment,4151600000.0000005
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of employment in the transport sector,5.0818648725274,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of employment in the transport sector,5.0818648725274,Road infrastructure investment,4151600000.0000005
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of value added by the transport sector,4.6117349703541,Rail infrastructure investment,1772990000.0
ESP,Spain,2016,26537.1594894542,32.0,93.0492629572988,499564.0,Share of value added by the transport sector,4.6117349703541,Road infrastructure investment,4151600000.0000005
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for transport in total household expenditure,12.42853052813,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for transport in total household expenditure,12.42853052813,Road infrastructure investment,3948300000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.517579171846,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.517579171846,Road infrastructure investment,3948300000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.979906259622,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.979906259622,Road infrastructure investment,3948300000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for transport services in total household expenditure for transport,15.502514568532,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of household expenditure for transport services in total household expenditure for transport,15.502514568532,Road infrastructure investment,3948300000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of employment in the transport sector,4.9752188602269,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of employment in the transport sector,4.9752188602269,Road infrastructure investment,3948300000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of value added by the transport sector,4.5936392406565,Rail infrastructure investment,2370050000.0
ESP,Spain,2017,28185.3213671969,31.5,93.2709101549633,499547.35,Share of value added by the transport sector,4.5936392406565,Road infrastructure investment,3948300000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for transport in total household expenditure,12.604827064567,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for transport in total household expenditure,12.604827064567,Road infrastructure investment,3764260000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.993322859387,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.993322859387,Road infrastructure investment,3764260000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.410316836868,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,57.410316836868,Road infrastructure investment,3764260000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for transport services in total household expenditure for transport,15.596360303744,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of household expenditure for transport services in total household expenditure for transport,15.596360303744,Road infrastructure investment,3764260000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of employment in the transport sector,5.0761867804941,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of employment in the transport sector,5.0761867804941,Road infrastructure investment,3764260000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of value added by the transport sector,4.545354408768,Rail infrastructure investment,2319760000.0
ESP,Spain,2018,30379.7211126422,30.5,93.6697920792501,499603.479,Share of value added by the transport sector,4.545354408768,Road infrastructure investment,3764260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for transport in total household expenditure,12.305369839539,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for transport in total household expenditure,12.305369839539,Road infrastructure investment,3686150000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.155670997573,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for purchase of vehicles in total household expenditure for transport,26.155670997573,Road infrastructure investment,3686150000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,58.165204116374,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,58.165204116374,Road infrastructure investment,3686150000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for transport services in total household expenditure for transport,15.679124886053,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of household expenditure for transport services in total household expenditure for transport,15.679124886053,Road infrastructure investment,3686150000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of employment in the transport sector,5.2131969404114,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of employment in the transport sector,5.2131969404114,Road infrastructure investment,3686150000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of value added by the transport sector,4.5744627170754,Rail infrastructure investment,2373260000.0
ESP,Spain,2019,29581.5185513299,31.6,94.3508089023978,499570.036,Share of value added by the transport sector,4.5744627170754,Road infrastructure investment,3686150000.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for transport in total household expenditure,10.351341626401,Rail infrastructure investment,2547195990.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for transport in total household expenditure,10.351341626401,Road infrastructure investment,4202202187.48
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.013656114215,Rail infrastructure investment,2547195990.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.013656114215,Road infrastructure investment,4202202187.48
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,60.676598386096,Rail infrastructure investment,2547195990.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,60.676598386096,Road infrastructure investment,4202202187.48
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for transport services in total household expenditure for transport,11.30974549969,Rail infrastructure investment,2547195990.0
ESP,Spain,2020,26984.2962770279,31.9,94.815383748924,499556.645,Share of household expenditure for transport services in total household expenditure for transport,11.30974549969,Road infrastructure investment,4202202187.48
